            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2459717.500000000, A.D. 2022-May-18 00:00:00.0000, -8.428538751266369E+07, -1.262073506081245E+08,  3.559732610002905E+04,
2459718.500000000, A.D. 2022-May-19 00:00:00.0000, -8.216442985466672E+07, -1.276113257120394E+08,  3.575793365999311E+04,
2459719.500000000, A.D. 2022-May-20 00:00:00.0000, -8.002032993437603E+07, -1.289790024876186E+08,  3.589838779153675E+04,
2459720.500000000, A.D. 2022-May-21 00:00:00.0000, -7.785364740899907E+07, -1.303099913482933E+08,  3.601497213143855E+04,
2459721.500000000, A.D. 2022-May-22 00:00:00.0000, -7.566495790517180E+07, -1.316038971624900E+08,  3.610566046518087E+04,
2459722.500000000, A.D. 2022-May-23 00:00:00.0000, -7.345485611513907E+07, -1.328603242069164E+08,  3.617007837338001E+04,
2459723.500000000, A.D. 2022-May-24 00:00:00.0000, -7.122395679042828E+07, -1.340788811348456E+08,  3.620930975528806E+04,
2459724.500000000, A.D. 2022-May-25 00:00:00.0000, -6.897289422654638E+07, -1.352591852583488E+08,  3.622563148692995E+04,
2459725.500000000, A.D. 2022-May-26 00:00:00.0000, -6.670232087898498E+07, -1.364008659250138E+08,  3.622223558239639E+04,
2459726.500000000, A.D. 2022-May-27 00:00:00.0000, -6.441290557892107E+07, -1.375035670665540E+08,  3.620296881686151E+04,
2459727.500000000, A.D. 2022-May-28 00:00:00.0000, -6.210533160633013E+07, -1.385669490990354E+08,  3.617209855904430E+04,
2459728.500000000, A.D. 2022-May-29 00:00:00.0000, -5.978029472547515E+07, -1.395906903354719E+08,  3.613410346270353E+04,
2459729.500000000, A.D. 2022-May-30 00:00:00.0000, -5.743850121475615E+07, -1.405744880093752E+08,  3.609348584743589E+04,
2459730.500000000, A.D. 2022-May-31 00:00:00.0000, -5.508066591110224E+07, -1.415180589546441E+08,  3.605460473794490E+04,
2459731.500000000, A.D. 2022-Jun-01 00:00:00.0000, -5.270751030639560E+07, -1.424211399657750E+08,  3.602153098984063E+04,
2459732.500000000, A.D. 2022-Jun-02 00:00:00.0000, -5.031976075008069E+07, -1.432834878729461E+08,  3.599792652949691E+04,
2459733.500000000, A.D. 2022-Jun-03 00:00:00.0000, -4.791814680893774E+07, -1.441048793948651E+08,  3.598694788619131E+04,
2459734.500000000, A.D. 2022-Jun-04 00:00:00.0000, -4.550339980622667E+07, -1.448851108592185E+08,  3.599117056671530E+04,
2459735.500000000, A.D. 2022-Jun-05 00:00:00.0000, -4.307625151360201E+07, -1.456239978896418E+08,  3.601252676297724E+04,
2459736.500000000, A.D. 2022-Jun-06 00:00:00.0000, -4.063743291208085E+07, -1.463213751393645E+08,  3.605224580907822E+04,
2459737.500000000, A.D. 2022-Jun-07 00:00:00.0000, -3.818767288620922E+07, -1.469770961008058E+08,  3.611078592365235E+04,
2459738.500000000, A.D. 2022-Jun-08 00:00:00.0000, -3.572769668264247E+07, -1.475910329357593E+08,  3.618774820091575E+04,
2459739.500000000, A.D. 2022-Jun-09 00:00:00.0000, -3.325822396999424E+07, -1.481630761526667E+08,  3.628177092065662E+04,
2459740.500000000, A.D. 2022-Jun-10 00:00:00.0000, -3.077996641154247E+07, -1.486931338149614E+08,  3.639041569764912E+04,
2459741.500000000, A.D. 2022-Jun-11 00:00:00.0000, -2.829362484686276E+07, -1.491811298338293E+08,  3.651007763652503E+04,
2459742.500000000, A.D. 2022-Jun-12 00:00:00.0000, -2.579988649924955E+07, -1.496270008674704E+08,  3.663597643197328E+04,
2459743.500000000, A.D. 2022-Jun-13 00:00:00.0000, -2.329942303345967E+07, -1.500306915571682E+08,  3.676230276227742E+04,
2459744.500000000, A.D. 2022-Jun-14 00:00:00.0000, -2.079289058094056E+07, -1.503921483938515E+08,  3.688258331824839E+04,
2459745.500000000, A.D. 2022-Jun-15 00:00:00.0000, -1.828093268939837E+07, -1.507113133380452E+08,  3.699026922942698E+04,
2459746.500000000, A.D. 2022-Jun-16 00:00:00.0000, -1.576418631243485E+07, -1.509881189711004E+08,  3.707945512627065E+04,
2459747.500000000, A.D. 2022-Jun-17 00:00:00.0000, -1.324328969285443E+07, -1.512224868374292E+08,  3.714555224781483E+04,
2459748.500000000, A.D. 2022-Jun-18 00:00:00.0000, -1.071889008664821E+07, -1.514143295656036E+08,  3.718573483262211E+04,
2459749.500000000, A.D. 2022-Jun-19 00:00:00.0000, -8.191649394065462E+06, -1.515635559282272E+08,  3.719906869989634E+04,
2459750.500000000, A.D. 2022-Jun-20 00:00:00.0000, -5.662246796766121E+06, -1.516700771298647E+08,  3.718635450125486E+04,
2459751.500000000, A.D. 2022-Jun-21 00:00:00.0000, -3.131378682284545E+06, -1.517338126960194E+08,  3.714979826667905E+04,
2459752.500000000, A.D. 2022-Jun-22 00:00:00.0000, -5.997568075598705E+05, -1.517546950388285E+08,  3.709263014474511E+04,
2459753.500000000, A.D. 2022-Jun-23 00:00:00.0000,  1.931894299219169E+06, -1.517326725203961E+08,  3.701875336916745E+04,
2459754.500000000, A.D. 2022-Jun-24 00:00:00.0000,  4.462840004718079E+06, -1.516677112873704E+08,  3.693245787137002E+04,
2459755.500000000, A.D. 2022-Jun-25 00:00:00.0000,  6.992337972152227E+06, -1.515597962877873E+08,  3.683819922530651E+04,
2459756.500000000, A.D. 2022-Jun-26 00:00:00.0000,  9.519640229139227E+06, -1.514089318261848E+08,  3.674042786196619E+04,
2459757.500000000, A.D. 2022-Jun-27 00:00:00.0000,  1.204399496890961E+07, -1.512151418884537E+08,  3.664345074927062E+04,
2459758.500000000, A.D. 2022-Jun-28 00:00:00.0000,  1.456464819183787E+07, -1.509784703473688E+08,  3.655131170691550E+04,
2459759.500000000, A.D. 2022-Jun-29 00:00:00.0000,  1.708084527698764E+07, -1.506989810743192E+08,  3.646768258856982E+04,
2459760.500000000, A.D. 2022-Jun-30 00:00:00.0000,  1.959183253236402E+07, -1.503767579392135E+08,  3.639576294121146E+04,
2459761.500000000, A.D. 2022-Jul-01 00:00:00.0000,  2.209685873230454E+07, -1.500119046734037E+08,  3.633818900720775E+04,
2459762.500000000, A.D. 2022-Jul-02 00:00:00.0000,  2.459517662719255E+07, -1.496045445871513E+08,  3.629695363202691E+04,
2459763.500000000, A.D. 2022-Jul-03 00:00:00.0000,  2.708604441216340E+07, -1.491548201569430E+08,  3.627333718849719E+04,
2459764.500000000, A.D. 2022-Jul-04 00:00:00.0000,  2.956872716616501E+07, -1.486628925113508E+08,  3.626784714139253E+04,
2459765.500000000, A.D. 2022-Jul-05 00:00:00.0000,  3.204249831045818E+07, -1.481289408325000E+08,  3.628016190215945E+04,
2459766.500000000, A.D. 2022-Jul-06 00:00:00.0000,  3.450664116944189E+07, -1.475531616447780E+08,  3.630907486046851E+04,
2459767.500000000, A.D. 2022-Jul-07 00:00:00.0000,  3.696045072394729E+07, -1.469357678819416E+08,  3.635243855814636E+04,
2459768.500000000, A.D. 2022-Jul-08 00:00:00.0000,  3.940323559978106E+07, -1.462769875183536E+08,  3.640711825382710E+04,
2459769.500000000, A.D. 2022-Jul-09 00:00:00.0000,  4.183432020080027E+07, -1.455770614502174E+08,  3.646897901935130E+04,
2459770.500000000, A.D. 2022-Jul-10 00:00:00.0000,  4.425304665545763E+07, -1.448362402837619E+08,  3.653294867098331E+04,
2459771.500000000, A.D. 2022-Jul-11 00:00:00.0000,  4.665877592769605E+07, -1.440547798346912E+08,  3.659321220862865E+04,
2459772.500000000, A.D. 2022-Jul-12 00:00:00.0000,  4.905088718532327E+07, -1.432329355705169E+08,  3.664358657059073E+04,
2459773.500000000, A.D. 2022-Jul-13 00:00:00.0000,  5.142877458628917E+07, -1.423709569118458E+08,  3.667808053328842E+04,
2459774.500000000, A.D. 2022-Jul-14 00:00:00.0000,  5.379184128556358E+07, -1.414690829485953E+08,  3.669156366088986E+04,
2459775.500000000, A.D. 2022-Jul-15 00:00:00.0000,  5.613949159648858E+07, -1.405275411860707E+08,  3.668038708205521E+04,
2459776.500000000, A.D. 2022-Jul-16 00:00:00.0000,  5.847112324679702E+07, -1.395465500728070E+08,  3.664277933534235E+04,
2459777.500000000, A.D. 2022-Jul-17 00:00:00.0000,  6.078612178693323E+07, -1.385263246309353E+08,  3.657891476532072E+04,
2459778.500000000, A.D. 2022-Jul-18 00:00:00.0000,  6.308385827402931E+07, -1.374670834200210E+08,  3.649067889813334E+04,
2459779.500000000, A.D. 2022-Jul-19 00:00:00.0000,  6.536369002762372E+07, -1.363690549637761E+08,  3.638125241580606E+04,
2459780.500000000, A.D. 2022-Jul-20 00:00:00.0000,  6.762496336441232E+07, -1.352324824960118E+08,  3.625465475732833E+04,
2459781.500000000, A.D. 2022-Jul-21 00:00:00.0000,  6.986701707398356E+07, -1.340576267944357E+08,  3.611534598588198E+04,
2459782.500000000, A.D. 2022-Jul-22 00:00:00.0000,  7.208918575150980E+07, -1.328447674758856E+08,  3.596792645625025E+04,
2459783.500000000, A.D. 2022-Jul-23 00:00:00.0000,  7.429080257338870E+07, -1.315942033253415E+08,  3.581693005938828E+04,
2459784.500000000, A.D. 2022-Jul-24 00:00:00.0000,  7.647120145752454E+07, -1.303062521631507E+08,  3.566668625225127E+04,
2459785.500000000, A.D. 2022-Jul-25 00:00:00.0000,  7.862971874032670E+07, -1.289812505867561E+08,  3.552122265409678E+04,
2459786.500000000, A.D. 2022-Jul-26 00:00:00.0000,  8.076569456569509E+07, -1.276195537558333E+08,  3.538418528068066E+04,
2459787.500000000, A.D. 2022-Jul-27 00:00:00.0000,  8.287847416982889E+07, -1.262215352614698E+08,  3.525876166672260E+04,
2459788.500000000, A.D. 2022-Jul-28 00:00:00.0000,  8.496740919787247E+07, -1.247875870365876E+08,  3.514760021876544E+04,
2459789.500000000, A.D. 2022-Jul-29 00:00:00.0000,  8.703185912725322E+07, -1.233181192216263E+08,  3.505272581251711E+04,
2459790.500000000, A.D. 2022-Jul-30 00:00:00.0000,  8.907119281309886E+07, -1.218135598902123E+08,  3.497545622620732E+04,
2459791.500000000, A.D. 2022-Jul-31 00:00:00.0000,  9.108479012530665E+07, -1.202743545560658E+08,  3.491632613883913E+04,
2459792.500000000, A.D. 2022-Aug-01 00:00:00.0000,  9.307204362353395E+07, -1.187009654125728E+08,  3.487502523203194E+04,
2459793.500000000, A.D. 2022-Aug-02 00:00:00.0000,  9.503236021779047E+07, -1.170938702838431E+08,  3.485035523638129E+04,
2459794.500000000, A.D. 2022-Aug-03 00:00:00.0000,  9.696516278021809E+07, -1.154535612738911E+08,  3.484020909874141E+04,
2459795.500000000, A.D. 2022-Aug-04 00:00:00.0000,  9.886989168869135E+07, -1.137805430784118E+08,  3.484157572059333E+04,
2459796.500000000, A.D. 2022-Aug-05 00:00:00.0000,  1.007460062679789E+08, -1.120753308749382E+08,  3.485057751582563E+04,
2459797.500000000, A.D. 2022-Aug-06 00:00:00.0000,  1.025929860225777E+08, -1.103384476556380E+08,  3.486255572997779E+04,
2459798.500000000, A.D. 2022-Aug-07 00:00:00.0000,  1.044103314136961E+08, -1.085704208607611E+08,  3.487222803743929E+04,
2459799.500000000, A.D. 2022-Aug-08 00:00:00.0000,  1.061975637448533E+08, -1.067717782786896E+08,  3.487394873499125E+04,
2459800.500000000, A.D. 2022-Aug-09 00:00:00.0000,  1.079542235757940E+08, -1.049430434630784E+08,  3.486209426485002E+04,
2459801.500000000, A.D. 2022-Aug-10 00:00:00.0000,  1.096798671470976E+08, -1.030847313659802E+08,  3.483156583251059E+04,
2459802.500000000, A.D. 2022-Aug-11 00:00:00.0000,  1.113740607343474E+08, -1.011973453207252E+08,  3.477834625992924E+04,
2459803.500000000, A.D. 2022-Aug-12 00:00:00.0000,  1.130363736462051E+08, -9.928137658581021E+07,  3.469999149012566E+04,
2459804.500000000, A.D. 2022-Aug-13 00:00:00.0000,  1.146663713760412E+08, -9.733730709222139E+07,  3.459591915393621E+04,
2459805.500000000, A.D. 2022-Aug-14 00:00:00.0000,  1.162636106458579E+08, -9.536561494484842E+07,  3.446740702034533E+04,
2459806.500000000, A.D. 2022-Aug-15 00:00:00.0000,  1.178276374589840E+08, -9.336678122420940E+07,  3.431731512879580E+04,
2459807.500000000, A.D. 2022-Aug-16 00:00:00.0000,  1.193579881498435E+08, -9.134129634736556E+07,  3.414963661992922E+04,
2459808.500000000, A.D. 2022-Aug-17 00:00:00.0000,  1.208541924846975E+08, -8.928966476383358E+07,  3.396901265790686E+04,
2459809.500000000, A.D. 2022-Aug-18 00:00:00.0000,  1.223157775671150E+08, -8.721240762390526E+07,  3.378031499500200E+04,
2459810.500000000, A.D. 2022-Aug-19 00:00:00.0000,  1.237422715621006E+08, -8.511006374083951E+07,  3.358834176754951E+04,
2459811.500000000, A.D. 2022-Aug-20 00:00:00.0000,  1.251332067294294E+08, -8.298318946001734E+07,  3.339762340402231E+04,
2459812.500000000, A.D. 2022-Aug-21 00:00:00.0000,  1.264881216680515E+08, -8.083235802369967E+07,  3.321231001638994E+04,
2459813.500000000, A.D. 2022-Aug-22 00:00:00.0000,  1.278065629169111E+08, -7.865815884935194E+07,  3.303610589132458E+04,
2459814.500000000, A.D. 2022-Aug-23 00:00:00.0000,  1.290880861537745E+08, -7.646119694875583E+07,  3.287222182295471E+04,
2459815.500000000, A.D. 2022-Aug-24 00:00:00.0000,  1.303322572391267E+08, -7.424209255879214E+07,  3.272332507593930E+04,
2459816.500000000, A.D. 2022-Aug-25 00:00:00.0000,  1.315386533115567E+08, -7.200148094172376E+07,  3.259147626853362E+04,
2459817.500000000, A.D. 2022-Aug-26 00:00:00.0000,  1.327068640774271E+08, -6.974001223641872E+07,  3.247805127751455E+04,
2459818.500000000, A.D. 2022-Aug-27 00:00:00.0000,  1.338364933602252E+08, -6.745835119729292E+07,  3.238365405323356E+04,
2459819.500000000, A.D. 2022-Aug-28 00:00:00.0000,  1.349271608901741E+08, -6.515717664587778E+07,  3.230803247945011E+04,
2459820.500000000, A.D. 2022-Aug-29 00:00:00.0000,  1.359785042334702E+08, -6.283718048373541E+07,  3.225001320592314E+04,
2459821.500000000, A.D. 2022-Aug-30 00:00:00.0000,  1.369901806992448E+08, -6.049906617185940E+07,  3.220747184600681E+04,
2459822.500000000, A.D. 2022-Aug-31 00:00:00.0000,  1.379618690358163E+08, -5.814354665607470E+07,  3.217735201539099E+04,
2459823.500000000, A.D. 2022-Sep-01 00:00:00.0000,  1.388932707385936E+08, -5.577134178657238E+07,  3.215574169592559E+04,
2459824.500000000, A.D. 2022-Sep-02 00:00:00.0000,  1.397841108242073E+08, -5.338317532165303E+07,  3.213801066166535E+04,
2459825.500000000, A.D. 2022-Sep-03 00:00:00.0000,  1.406341379499037E+08, -5.097977161826046E+07,  3.211901024608687E+04,
2459826.500000000, A.D. 2022-Sep-04 00:00:00.0000,  1.414431237490782E+08, -4.856185211892754E+07,  3.209333665857837E+04,
2459827.500000000, A.D. 2022-Sep-05 00:00:00.0000,  1.422108612151045E+08, -4.613013179020876E+07,  3.205565850447118E+04,
2459828.500000000, A.D. 2022-Sep-06 00:00:00.0000,  1.429371619415938E+08, -4.368531579032309E+07,  3.200110282256268E+04,
2459829.500000000, A.D. 2022-Sep-07 00:00:00.0000,  1.436218521016893E+08, -4.122809683787113E+07,  3.192567686923034E+04,
2459830.500000000, A.D. 2022-Sep-08 00:00:00.0000,  1.442647673024044E+08, -3.875915393093681E+07,  3.182667552098632E+04,
2459831.500000000, A.D. 2022-Sep-09 00:00:00.0000,  1.448657468765031E+08, -3.627915306042843E+07,  3.170299742434546E+04,
2459832.500000000, A.D. 2022-Sep-10 00:00:00.0000,  1.454246286069318E+08, -3.378875022277819E+07,  3.155528703113087E+04,
2459833.500000000, A.D. 2022-Sep-11 00:00:00.0000,  1.459412450283155E+08, -3.128859639391678E+07,  3.138585096344724E+04,
2459834.500000000, A.D. 2022-Sep-12 00:00:00.0000,  1.464154221125961E+08, -2.877934346677346E+07,  3.119836047454178E+04,
2459835.500000000, A.D. 2022-Sep-13 00:00:00.0000,  1.468469804243667E+08, -2.626164986344262E+07,  3.099741617835313E+04,
2459836.500000000, A.D. 2022-Sep-14 00:00:00.0000,  1.472357381082885E+08, -2.373618478069830E+07,  3.078808161078393E+04,
2459837.500000000, A.D. 2022-Sep-15 00:00:00.0000,  1.475815147102070E+08, -2.120363062933780E+07,  3.057547707697190E+04,
2459838.500000000, A.D. 2022-Sep-16 00:00:00.0000,  1.478841349187345E+08, -1.866468382640924E+07,  3.036448194602318E+04,
2459839.500000000, A.D. 2022-Sep-17 00:00:00.0000,  1.481434316666591E+08, -1.612005444585092E+07,  3.015954918787908E+04,
2459840.500000000, A.D. 2022-Sep-18 00:00:00.0000,  1.483592484143378E+08, -1.357046529629105E+07,  2.996460757643078E+04,
2459841.500000000, A.D. 2022-Sep-19 00:00:00.0000,  1.485314407095866E+08, -1.101665087984734E+07,  2.978301691655954E+04,
2459842.500000000, A.D. 2022-Sep-20 00:00:00.0000,  1.486598772557384E+08, -8.459356511486022E+06,  2.961754395436682E+04,
2459843.500000000, A.D. 2022-Sep-21 00:00:00.0000,  1.487444407576295E+08, -5.899337715173778E+06,  2.947033457952226E+04,
2459844.500000000, A.D. 2022-Sep-22 00:00:00.0000,  1.487850287972004E+08, -3.337359882077453E+06,  2.934286743328907E+04,
2459845.500000000, A.D. 2022-Sep-23 00:00:00.0000,  1.487815549415837E+08, -7.741980734065915E+05,  2.923588374742185E+04,
2459846.500000000, A.D. 2022-Sep-24 00:00:00.0000,  1.487339502126168E+08,  1.789363230737144E+06,  2.914929820812820E+04,
2459847.500000000, A.D. 2022-Sep-25 00:00:00.0000,  1.486421649433622E+08,  4.352530691217781E+06,  2.908210586809739E+04,
2459848.500000000, A.D. 2022-Sep-26 00:00:00.0000,  1.485061709143285E+08,  6.914503246161940E+06,  2.903230942732003E+04,
2459849.500000000, A.D. 2022-Sep-27 00:00:00.0000,  1.483259635176300E+08,  9.474474037015269E+06,  2.899689681733074E+04,
2459850.500000000, A.D. 2022-Sep-28 00:00:00.0000,  1.481015635825894E+08,  1.203163320366906E+07,  2.897189752999414E+04,
2459851.500000000, A.D. 2022-Sep-29 00:00:00.0000,  1.478330184626887E+08,  1.458517143532037E+07,  2.895253563589603E+04,
2459852.500000000, A.D. 2022-Sep-30 00:00:00.0000,  1.475204020619656E+08,  1.713428397139013E+07,  2.893347985343356E+04,
2459853.500000000, A.D. 2022-Oct-01 00:00:00.0000,  1.471638136498494E+08,  1.967817462637461E+07,  2.890917225551512E+04,
2459854.500000000, A.D. 2022-Oct-02 00:00:00.0000,  1.467633755102478E+08,  2.221605940345477E+07,  2.887420406088140E+04,
2459855.500000000, A.D. 2022-Oct-03 00:00:00.0000,  1.463192296196623E+08,  2.474716934316237E+07,  2.882370276677422E+04,
2459856.500000000, A.D. 2022-Oct-04 00:00:00.0000,  1.458315336196139E+08,  2.727075236063435E+07,  2.875369734767452E+04,
2459857.500000000, A.D. 2022-Oct-05 00:00:00.0000,  1.453004563709436E+08,  2.978607390059390E+07,  2.866143171530403E+04,
2459858.500000000, A.D. 2022-Oct-06 00:00:00.0000,  1.447261734125359E+08,  3.229241627899897E+07,  2.854559700776823E+04,
2459859.500000000, A.D. 2022-Oct-07 00:00:00.0000,  1.441088627297288E+08,  3.478907663843532E+07,  2.840645191359147E+04,
2459860.500000000, A.D. 2022-Oct-08 00:00:00.0000,  1.434487013344368E+08,  3.727536359013442E+07,  2.824580384661257E+04,
2459861.500000000, A.D. 2022-Oct-09 00:00:00.0000,  1.427458631732205E+08,  3.975059286537844E+07,  2.806683953822404E+04,
2459862.500000000, A.D. 2022-Oct-10 00:00:00.0000,  1.420005187184205E+08,  4.221408257223438E+07,  2.787382200320996E+04,
2459863.500000000, A.D. 2022-Oct-11 00:00:00.0000,  1.412128362607829E+08,  4.466514880274885E+07,  2.767170210199617E+04,
2459864.500000000, A.D. 2022-Oct-12 00:00:00.0000,  1.403829845340642E+08,  4.710310225022792E+07,  2.746571185665578E+04,
2459865.500000000, A.D. 2022-Oct-13 00:00:00.0000,  1.395111360388956E+08,  4.952724619494914E+07,  2.726100339880958E+04,
2459866.500000000, A.D. 2022-Oct-14 00:00:00.0000,  1.385974704000992E+08,  5.193687584004835E+07,  2.706237457510084E+04,
2459867.500000000, A.D. 2022-Oct-15 00:00:00.0000,  1.376421772626093E+08,  5.433127868731228E+07,  2.687409206278622E+04,
2459868.500000000, A.D. 2022-Oct-16 00:00:00.0000,  1.366454584924184E+08,  5.670973551695952E+07,  2.669979797574878E+04,
2459869.500000000, A.D. 2022-Oct-17 00:00:00.0000,  1.356075296876000E+08,  5.907152156131929E+07,  2.654247253633663E+04,
2459870.500000000, A.D. 2022-Oct-18 00:00:00.0000,  1.345286211630250E+08,  6.141590757451931E+07,  2.640442277778685E+04,
2459871.500000000, A.D. 2022-Oct-19 00:00:00.0000,  1.334089786484596E+08,  6.374216063721725E+07,  2.628727150185779E+04,
2459872.500000000, A.D. 2022-Oct-20 00:00:00.0000,  1.322488639567809E+08,  6.604954466428529E+07,  2.619192819841951E+04,
2459873.500000000, A.D. 2022-Oct-21 00:00:00.0000,  1.310485558589525E+08,  6.833732069819480E+07,  2.611853256224841E+04,
2459874.500000000, A.D. 2022-Oct-22 00:00:00.0000,  1.298083513512845E+08,  7.060474717744383E+07,  2.606637161737308E+04,
2459875.500000000, A.D. 2022-Oct-23 00:00:00.0000,  1.285285674075999E+08,  7.285108046787062E+07,  2.603378395889699E+04,
2459876.500000000, A.D. 2022-Oct-24 00:00:00.0000,  1.272095431567943E+08,  7.507557601481014E+07,  2.601807897511870E+04,
2459877.500000000, A.D. 2022-Oct-25 00:00:00.0000,  1.258516422127315E+08,  7.727749046852876E+07,  2.601551206083968E+04,
2459878.500000000, A.D. 2022-Oct-26 00:00:00.0000,  1.244552546508472E+08,  7.945608499483737E+07,  2.602136209085956E+04,
2459879.500000000, A.D. 2022-Oct-27 00:00:00.0000,  1.230207979756746E+08,  8.161062968060227E+07,  2.603014656676352E+04,
2459880.500000000, A.D. 2022-Oct-28 00:00:00.0000,  1.215487164818882E+08,  8.374040854507440E+07,  2.603597927510738E+04,
2459881.500000000, A.D. 2022-Oct-29 00:00:00.0000,  1.200394787361958E+08,  8.584472434253554E+07,  2.603303279387206E+04,
2459882.500000000, A.D. 2022-Oct-30 00:00:00.0000,  1.184935734013046E+08,  8.792290227841341E+07,  2.601603262395784E+04,
2459883.500000000, A.D. 2022-Oct-31 00:00:00.0000,  1.169115040591430E+08,  8.997429202114797E+07,  2.598069962394983E+04,
2459884.500000000, A.D. 2022-Nov-01 00:00:00.0000,  1.152937838646739E+08,  9.199826784259279E+07,  2.592407673731446E+04,
2459885.500000000, A.D. 2022-Nov-02 00:00:00.0000,  1.136409307402950E+08,  9.399422712946887E+07,  2.584471128937602E+04,
2459886.500000000, A.D. 2022-Nov-03 00:00:00.0000,  1.119534635398906E+08,  9.596158771861193E+07,  2.574269610147178E+04,
2459887.500000000, A.D. 2022-Nov-04 00:00:00.0000,  1.102318993475119E+08,  9.789978451717655E+07,  2.561958999523520E+04,
2459888.500000000, A.D. 2022-Nov-05 00:00:00.0000,  1.084767519237267E+08,  9.980826577990788E+07,  2.547824193114042E+04,
2459889.500000000, A.D. 2022-Nov-06 00:00:00.0000,  1.066885312603941E+08,  1.016864893368654E+08,  2.532254108987749E+04,
2459890.500000000, A.D. 2022-Nov-07 00:00:00.0000,  1.048677441818207E+08,  1.035339190404876E+08,  2.515711504807323E+04,
2459891.500000000, A.D. 2022-Nov-08 00:00:00.0000,  1.030148958761385E+08,  1.053500217056895E+08,  2.498700198493898E+04,
2459892.500000000, A.D. 2022-Nov-09 00:00:00.0000,  1.011304921443462E+08,  1.071342647945538E+08,  2.481732747179270E+04,
2459893.500000000, A.D. 2022-Nov-10 00:00:00.0000,  9.921504205504738E+07,  1.088861150093258E+08,  2.465301674858481E+04,
2459894.500000000, A.D. 2022-Nov-11 00:00:00.0000,  9.726906064647722E+07,  1.106050378114935E+08,  2.449856645598263E+04,
2459895.500000000, A.D. 2022-Nov-12 00:00:00.0000,  9.529307135599492E+07,  1.122904977285006E+08,  2.435788677900285E+04,
2459896.500000000, A.D. 2022-Nov-13 00:00:00.0000,  9.328760796969739E+07,  1.139419591979192E+08,  2.423421028080583E+04,
2459897.500000000, A.D. 2022-Nov-14 00:00:00.0000,  9.125321602921872E+07,  1.155588876616266E+08,  2.413005204342306E+04,
2459898.500000000, A.D. 2022-Nov-15 00:00:00.0000,  8.919045376466320E+07,  1.171407506556600E+08,  2.404719962821156E+04,
2459899.500000000, A.D. 2022-Nov-16 00:00:00.0000,  8.709989271602537E+07,  1.186870187203254E+08,  2.398671079853922E+04,
2459900.500000000, A.D. 2022-Nov-17 00:00:00.0000,  8.498211825587960E+07,  1.201971660544698E+08,  2.394890047993511E+04,
2459901.500000000, A.D. 2022-Nov-18 00:00:00.0000,  8.283773024001198E+07,  1.216706709439846E+08,  2.393330473690480E+04,
2459902.500000000, A.D. 2022-Nov-19 00:00:00.0000,  8.066734399337690E+07,  1.231070161062903E+08,  2.393861830926687E+04,
2459903.500000000, A.D. 2022-Nov-20 00:00:00.0000,  7.847159177630448E+07,  1.245056892113428E+08,  2.396261419486254E+04,
2459904.500000000, A.D. 2022-Nov-21 00:00:00.0000,  7.625112474526837E+07,  1.258661839534181E+08,  2.400206962506473E+04,
2459905.500000000, A.D. 2022-Nov-22 00:00:00.0000,  7.400661519746947E+07,  1.271880021110102E+08,  2.405274111667275E+04,
2459906.500000000, A.D. 2022-Nov-23 00:00:00.0000,  7.173875857834731E+07,  1.284706569571732E+08,  2.410944560842961E+04,
2459907.500000000, A.D. 2022-Nov-24 00:00:00.0000,  6.944827443347333E+07,  1.297136780725772E+08,  2.416630235252529E+04,
2459908.500000000, A.D. 2022-Nov-25 00:00:00.0000,  6.713590540538613E+07,  1.309166170591360E+08,  2.421715782470256E+04,
2459909.500000000, A.D. 2022-Nov-26 00:00:00.0000,  6.480241372398975E+07,  1.320790530469562E+08,  2.425615325570107E+04,
2459910.500000000, A.D. 2022-Nov-27 00:00:00.0000,  6.244857541621225E+07,  1.332005966083842E+08,  2.427832692103088E+04,
2459911.500000000, A.D. 2022-Nov-28 00:00:00.0000,  6.007517331340257E+07,  1.342808910351770E+08,  2.428011310346425E+04,
2459912.500000000, A.D. 2022-Nov-29 00:00:00.0000,  5.768299035133754E+07,  1.353196107909931E+08,  2.425963145492971E+04,
2459913.500000000, A.D. 2022-Nov-30 00:00:00.0000,  5.527280439849005E+07,  1.363164578288974E+08,  2.421673603091389E+04,
2459914.500000000, A.D. 2022-Dec-01 00:00:00.0000,  5.284538514913045E+07,  1.372711568927886E+08,  2.415286606871337E+04,
2459915.500000000, A.D. 2022-Dec-02 00:00:00.0000,  5.040149293757653E+07,  1.381834508116715E+08,  2.407077577827871E+04,
2459916.500000000, A.D. 2022-Dec-03 00:00:00.0000,  4.794187896803467E+07,  1.390530963917933E+08,  2.397421582322568E+04,
2459917.500000000, A.D. 2022-Dec-04 00:00:00.0000,  4.546728642223073E+07,  1.398798611122774E+08,  2.386761424028873E+04,
2459918.500000000, A.D. 2022-Dec-05 00:00:00.0000,  4.297845205177771E+07,  1.406635205911885E+08,  2.375577937175333E+04,
2459919.500000000, A.D. 2022-Dec-06 00:00:00.0000,  4.047610802936219E+07,  1.414038567152067E+08,  2.364363192859292E+04,
2459920.500000000, A.D. 2022-Dec-07 00:00:00.0000,  3.796098393980272E+07,  1.421006563478616E+08,  2.353596803709865E+04,
2459921.500000000, A.D. 2022-Dec-08 00:00:00.0000,  3.543380882603833E+07,  1.427537105742424E+08,  2.343725583276898E+04,
